id,pose rmsd,pocket rmsd,qs score,lddt-pli,confidence
b6ywb8_dtp,1.7654355764389038,4.1888518269106925,0.6085361587967125,0.6936464309692383,0.5669013
d9j2t9_lp5,4.236186504364014,0.36769975193345245,0.04628213968261242,0.5047736763954163,0.4568863
d9j2t9_mgp,1.5558887720108032,0.3350124965900167,0.03290816405590633,0.7691908478736877,0.6196973
o14965_6f2,1.4880967140197754,2.6463593094855873,0.8309782016149444,0.7955567836761475,0.6337405
o14965_g7w,1.1178858280181885,2.880559239933014,0.917908154467124,0.7626811861991882,0.55906403
o14965_ljf,1.584424376487732,2.439523721133484,0.8840795970589923,0.6141199469566345,0.54892284
o14965_mmh,2.008477210998535,2.927832515425236,0.8801026185642217,0.7383570671081543,0.58330995
o14965_nrm,0.3928810656070709,1.7133079990395688,0.9493348263100753,0.9138755798339844,0.6958212
o15530_3q3,1.4010930061340332,4.313931445630123,0.9094636494809974,0.8038815259933472,0.67587334
o15530_3q4,1.9607548713684082,5.237160175853115,0.8323553837767518,0.701104998588562,0.66040534
o15530_3rc,0.25380298495292664,5.517515328725182,0.9053054326578707,0.9440367221832275,0.7326338
o15530_mp7,1.6649932861328125,3.2608340015769306,0.9735176902667945,0.6812286972999573,0.62652504
o60885_5j5,6.009944915771484,7.345333498999187,0.16527753346244042,0.3288900852203369,0.6295303
o60885_yx4,0.789600670337677,0.7806085827183283,0.1229701811864852,0.9122047424316406,0.747484
o75530_7vy,0.6948580145835876,1.4698224091045238,0.022519349554887554,0.90771484375,0.7397579
o75530_82g,1.148972749710083,1.8972035403714447,0.9383539946378598,0.8480769395828247,0.7606476
o75530_nds,1.5239648818969727,,0.9206001006866642,0.7755376100540161,0.6252064
p00044_6vb,11.29548454284668,0.6984216019578982,0.3923651571748372,0.10691964626312256,0.35320187
p00044_80m,15.757883071899414,0.5332257722774336,0.4039544619112213,,0.43261316
p00044_evb,,0.5077568448102664,0.9018180116892918,,0.50066143
p00044_fwq,,4.141012330246576,0.5457467843839476,,0.5430278
p00183_cah,0.2888661026954651,,0.43526627361119397,0.9670454263687134,0.78820336
p00183_cam,2.2557384967803955,,0.4220318405802688,0.608540952205658,0.7942704
p00183_nct,0.3734184503555298,1.8265756047182957,0.4354402728828649,0.8253816962242126,0.68143713
p00533_03p,1.410243272781372,3.2712462535632874,0.9002247024342448,0.7614365816116333,0.6374483
p00533_7vh,1.0224064588546753,2.010057977988384,0.8603989869128711,0.8884146213531494,0.6580867
p00533_8jc,1.6702018976211548,1.476943740966748,0.870640339515441,0.8577702641487122,0.60875714
p00533_pox,0.9708763957023621,3.0808881381096866,0.5161312754966292,0.6788111329078674,0.61875474
p00533_qqm,0.8147026300430298,2.7727371300136285,0.08413614403970754,0.7928498983383179,0.6644138
p00533_yy3,1.1745223999023438,3.996216792558556,0.4037092718095356,0.7026627063751221,0.6379655
p00698_0bp,7.034232139587402,,0.44833037646904805,0.25117096304893494,0.5768012
p00698_0uf,9.199126243591309,2.7542098390096763,0.36063409329524404,0.052254099398851395,0.5037415
p00698_a5c,,0.89268419702333,0.34813723611756237,,0.76995105
p00698_dm0,,2.7532770403092552,0.15438151263363634,,0.6907728
p00698_do3,10.63376522064209,,0.39535292206295586,0.1254340261220932,0.56119394
p00698_kto,9.264113426208496,,0.3104543167027225,0.13776493072509766,0.558312
p00698_pdc,2.907545328140259,,0.3990278106433808,0.5439068078994751,0.48785862
p00734_ftr,,,,,0.683931
p00760_bet,1.4660329818725586,0.1568393481013721,0.3934764606170076,0.7909836173057556,0.6044406
p00772_217,4.117135524749756,0.2555337110538077,0.5939206915296654,0.4859068691730499,0.6949061
p01112_92v,3.2295713424682617,3.0290956387382466,0.17047304123265894,0.4532650411128998,0.5075328
p01112_rsf,4.162067890167236,,0.1786620412986339,0.4091760218143463,0.6291274
p01112_ycn,4.607809543609619,,0.035774371055134487,0.3927364945411682,0.7408591
p01116_6ic,1.6889792680740356,1.2919004949136415,0.25345540271532113,0.6725037097930908,0.63365525
p01116_7nl,1.3100334405899048,1.5267570574551153,0.2515064378395197,0.727455735206604,0.61732733
p01116_7nz,1.531184434890747,1.0791786546376743,0.2600241959592082,0.7067072987556458,0.61469
p01584_k0g,19.185224533081055,2.240963882204115,0.13984375494208887,0.0,0.5992401
p01584_k34,22.397077560424805,0.16153833658975217,0.09888451766787729,0.0,0.74569494
p01584_sx2,18.323583602905273,0.3266301197416271,0.1653884617408518,0.0008547008619643748,0.70539594
p02699_bgl,1.5178622007369995,,0.0,0.7481343150138855,0.54256904
p02699_bng,1.5141260623931885,9.414124855283173,0.0,0.7304421663284302,0.510628
p02699_htg,1.9520976543426514,11.04613699558392,0.076130675073653,0.7524350881576538,0.51749045
p02753_2t1,1.190398097038269,2.9281296015366753,0.9263776976617991,0.8217255473136902,0.6048324
p02753_2wl,1.7541967630386353,3.2647807101192945,0.23708667041283427,0.651244580745697,0.59416527
p02753_rtl,0.6040698885917664,0.31508231825396754,0.9485384376734591,0.9336889982223511,0.689863
p02768_imn,7.678431510925293,2.8773356090475843,0.10650326966377899,0.15014031529426575,0.6710662
p02768_moa,1.654787540435791,1.9981986534380718,0.1948362008605004,0.6851385235786438,0.57961935
p02829_np5,2.145789384841919,0.46908361094060047,0.8532725960452955,0.5924603343009949,0.68532103
p02829_rda,0.9979692101478577,3.562521165259315,0.9379264470955424,0.8550664186477661,0.5672924
p02829_rdc,2.0276687145233154,3.0572509811026958,0.45154865867676264,0.6348074078559875,0.6789867
p03007_tmp,0.809422492980957,2.1393666928483572,0.8667269176832803,0.8899999856948853,0.7718045
p03366_f95,1.251752257347107,0.3752342998470392,0.9817622780946353,0.8371211886405945,0.68057024
p03369_smc,,1.5305060066627205,0.666452144758568,,0.7188462
p04150_486,0.5184370875358582,3.2630735434379967,0.9287552846604681,0.9330357313156128,0.73323476
