id,pose rmsd,pocket rmsd,qs score,lddt-pli,confidence
b6ywb8_dtp,1.4224056482315064,8.134435484606115,0.5222019109593778,0.7696406483650208,0.8181748390197754
d9j2t9_lp5,2.727108352501041,0.9528553673089725,0.781005658709894,,0.530580214659373
d9j2t9_mgp,4.284365812937419,0.340782123864057,0.8872148775575198,0.4362379948298136,0.8426329493522644
o14936_v5w,2.233345407247543,16.830490768020134,0.20822629527064906,0.7588374704122544,0.6063711971044541
o14936_v62,3.031758875602969,16.937784962023105,0.21592750917427944,,0.5932212034861247
o14936_v6b,2.978261250704795,16.84849489579602,0.21371522343093802,,0.5893137097358704
o14965_6f2,9.610920335511345,4.721386822575112,0.25644524866508006,,0.6847818851470947
o14965_g7w,7.955981815540227,14.059702278060158,0.22252922757009505,,0.761737984418869
o14965_ljf,0.9546581387519837,11.834215522654361,0.3044437826396241,0.7417989671230316,0.699403190612793
o14965_mmh,2.1773207664489744,4.172687212010041,0.35670431560250027,0.7859670758247376,0.6835269093513489
o14965_nrm,12.879919975130083,3.949530897161534,0.37374690106886316,,0.6893394589424133
o15530_3q3,2.2549342274665833,4.3357328649716305,0.1936774317754485,0.8134163558483124,0.6005627115567526
o15530_3q4,16.56143936269397,4.075153088780921,0.19461080643152942,,0.6771631399790446
o15530_3rc,18.610817257932315,4.233427219748745,0.2867232509603816,,0.5850834091504414
o15530_mp7,1.0850431382656098,22.916980121008272,0.27176842845627325,0.7385140478610992,0.6779265105724335
o60885_5j5,16.11431517601013,3.7870078827613964,0.32514117228304806,0.11651505476329475,0.1666091948747635
o60885_yx4,11.47549524816314,2.922782768952332,0.1962667110564335,,0.32317640334367753
o75530_7vy,4.6165523006894595,4.138485464529095,0.4941506763419578,,0.5009479145208995
o75530_82g,3.5235897668619893,3.9356944392999043,0.4469180064161711,,0.6280385891596476
o75530_nds,1.9163903633753459,4.061926924984723,0.4173515188061541,0.758870150645574,0.393324738740921
p00044_6vb,14.371236515045165,2.8042760950104753,0.4392239847837574,0.047391667403280734,0.2821638206640879
p00044_80m,13.89022610821119,1.6345084762411635,0.46686304811891405,,0.2715228090683619
p00044_evb,12.960394467469715,4.3603979394577665,0.4075463978271389,,0.28008619844913485
p00044_fwq,17.67705106730664,1.656078266533471,0.4380872437473948,,0.29736828605333965
p00183_cah,5.879016008798222,3.4181578304510207,0.4566074706340231,,0.5850206851959229
p00183_cam,5.84188798682501,3.425355548026349,0.43959194295887677,,0.5587432463963826
p00183_nct,4.3390055179595945,0.08355016147609291,0.5544263954029717,0.3928604582945506,0.5899974942207337
p00533_03p,47.84245688347212,3.880439163765933,0.5520830823054015,,0.596706489721934
p00533_7vh,45.53194103534798,4.074142023109975,0.514878535418579,,0.6728367964426677
p00533_8jc,1.3061437129974365,3.635614278412829,0.47251881189208744,0.8467677315076192,0.6441334207852681
p00533_pox,2.2514575640360515,3.9350211710082195,0.5553727330368258,0.6156717856725057,0.5020596285661062
p00533_qqm,40.47684894559873,3.601968601713815,0.4967025405180095,,0.66654318968455
p00533_yy3,40.697539549552275,3.5614501626700905,0.4635431794689025,,0.639301864306132
p00698_0bp,24.38297562979365,6.100696021357395,0.3514012975680227,,0.27958237926165264
p00698_0uf,28.95763240828494,3.122795102918102,0.31099116278721434,5.5890900382239905e-05,0.41148584882418315
p00698_a5c,25.513582588233035,7.006699006403489,0.34988609170950985,,0.4163309137026469
p00698_dm0,20.695241773359268,4.110613237528151,0.37113841716424417,,0.3730037788550059
p00698_do3,31.65266284942627,3.016082477541988,0.3089799481554329,7.692307699471712e-05,0.25086376667022703
p00698_kto,20.122915282759532,4.484072568603528,0.4025460604181271,,0.3282326618830363
p00698_pdc,14.933447583516438,3.4725553741035355,0.2471299357385119,0.04822825271015366,0.2624296277761459
p00734_ftr,,,,,0.2733803570270538
p00760_bet,5.349912655353546,2.9490002048959094,0.2673443941722209,0.4157161474227905,0.2931470811367035
p00772_217,6.738979911804199,3.156046747445074,0.5009218256247956,0.3519480049610138,0.30268106460571287
p01112_92v,30.95823848424743,4.3744845974867115,0.33029362479865,,0.2509772256016731
p01112_rsf,5.669033645017158,0.6449652051881589,0.6986262726008546,,0.29143308599789935
p01112_ycn,31.406302134195965,3.6919878978296548,0.38843840178900135,0.0,0.2591391086578369
p01116_6ic,17.321626917521158,3.797589558686996,0.33992144444374767,0.020058096883197627,0.6378032167752584
p01116_7nl,13.147605285287392,3.7132973995880594,0.3556241929638461,,0.6815111259619395
p01116_7nz,13.590937915007693,3.598998536244886,0.3440612426266102,,0.6930448015530905
p01584_k0g,7.810593191782633,3.2294112566838433,0.38874347941191145,0.21357217530409495,0.20365098416805266
p01584_k34,25.100712182213652,6.615513187123363,0.37569458174489356,,0.20949179629484813
p01584_sx2,22.13265977161427,5.9247210280920894,0.38241096972991456,,0.2072653462489446
p02699_bgl,13.264973914463418,3.532210934284673,0.4524814700528707,,0.28432397643725077
p02699_bng,12.389568246515273,3.564706467848826,0.44846787925380016,,0.29034606337547303
p02699_htg,18.19861755371094,2.406074603860889,0.3822316815086802,0.022310258510212105,0.3005968709786733
p02753_2t1,0.8028155167897543,13.112381886549345,0.3051111239255533,0.8747321367263794,0.7933154106140137
p02753_2wl,4.92772648617034,12.836922289316995,0.3106038457107634,,0.513110363483429
p02753_rtl,4.981610933967899,13.044582826056223,0.2976010184196447,,0.5948474367459615
p02768_imn,21.24128392537435,4.324367757547105,0.5013690623347385,0.014586698016501032,0.4121801495552063
p02768_moa,25.106665929158527,4.635347108220122,0.4524727371856759,0.0003545354799522708,0.5181929131348928
p02829_np5,2.933010439411132,10.138068513855387,0.20712921923765024,,0.6004697601000468
p02829_rda,2.932771697819533,3.71813297581151,0.2485773245047727,,0.6056454340616862
p02829_rdc,1.078479808538322,3.489555519121068,0.21463933303536986,0.8594215597425189,0.59087260166804
p03007_tmp,4.349588084220886,0.14955762813166956,0.8365255445333597,0.44578827619552613,0.33285152316093447
p03366_f95,55.18791122436524,2.0734890360567833,0.34383618200503746,0.0,0.2122109651565552
p03369_smc,26.269527215761986,3.335876054052041,0.3899793070423911,,0.21162989735603333
p04150_486,1.0747634768486023,3.822788189587637,0.5657951492102856,0.7053804516792297,0.6771037757396698
