id,pose rmsd,pocket rmsd,qs score,lddt-pli,confidence
1azx,1.2667959928512573,0.12786925324922832,,0.7394737005233765,0.5711873173713684
1b86,0.2952669560909271,4.40066651745417,0.2687443623986756,0.9551345705986023,0.9462753534317017
1bj4,6.395590782165527,2.5301385611270906,0.5154313027760373,0.09117305278778076,0.9671434760093689
1bm7,2.4298691749572754,2.368292368969635,,0.6020408272743225,0.9742612838745117
1cqp,0.2439197599887848,6.687528339412213,0.5245845440989686,0.9700000286102295,0.6948040127754211
1cza,5.305177688598633,3.3950119389777544,0.27745831025302164,0.21360759437084198,0.924207866191864
1dvs,0.6452797651290894,2.9667399531763796,0.29121092930236886,0.8978174328804016,0.9705684185028076
1dvt,1.6200810670852661,5.255828904934727,0.3969623078064856,0.6678321957588196,0.9780188798904419
1dvu,3.061628580093384,5.341881681168631,0.6289160031414539,0.5825791954994202,0.9672785997390747
1dvx,3.1359360218048096,3.960452690042367,0.41915704190724684,0.4402887225151062,0.9779961705207825
1dvy,2.335101842880249,0.017658043244025985,,0.6728538274765015,0.9708155989646912
1dvz,0.7423015236854553,0.03647958237791513,0.5949307830760698,0.9322709441184998,0.9742125272750854
1e03,3.686033248901367,0.1054503289211712,,0.5899999737739563,0.8535465598106384
1e4h,0.9913386702537537,3.658210868989726,0.3990715472466558,0.8541666865348816,0.9650488495826721
1e7b,1.7566637992858887,5.298333722410684,0.6120552530975443,0.700630247592926,0.5750578045845032
1e7c,0.3550386428833008,2.5873994723818208,0.5212062606696876,0.9628942608833313,0.8303744196891785
1em6,0.17945986986160278,5.2057069472355595,0.3549723100874518,0.9901574850082397,0.9502769112586975
1eta,0.7657599449157715,2.2489909800931076,0.4181106660072926,0.8587962985038757,0.9510672092437744
1etb,0.558354377746582,0.8704269156003845,,0.8754385709762573,0.9599343538284302
1exv,0.18645428121089935,2.471474150214708,0.7345018005719056,0.9892417788505554,0.9499402046203613
1f86,1.7255024909973145,0.018962936921640864,0.47015570125004125,0.7250996232032776,0.9611061811447144
1fap,2.0505107771270152,4.848940998838018,0.642835747287494,,0.9598883390426636
1fta,0.289795458316803,4.804637374887952,0.5109686115864598,0.9710912108421326,0.9671983122825623
1g9v,0.17917801439762115,6.705923250248824,,0.9962446093559265,0.9402227997779846
1gz3,0.2982867658138275,6.739449223398654,0.45904377578394995,0.9821428656578064,0.9236440658569336
1gz4,0.35276228189468384,6.743056178244441,0.9435151593542083,0.9950166344642639,0.9246280193328857
1hak,1.1139699220657349,1.9981391925500402,0.3334292902889709,0.8270833492279053,0.6390959024429321
1hkb,0.1895931214094162,3.706115807611359,0.5573263215999441,0.9805825352668762,0.5609917640686035
1i72,0.19298338890075684,6.1532380947088,0.4921680588463621,1.0,0.9851081967353821
1i79,0.161701038479805,6.920639020947007,0.552664327590413,1.0,0.9856767654418945
1i7b,0.19063888490200043,7.377266980082233,0.5338441886975734,0.9989177584648132,0.9863365888595581
1i7c,0.17541645467281342,2.8177160595131125,0.48244474092447037,0.9934498071670532,0.9862202405929565
1i7m,0.1936899870634079,6.198177008001981,0.5119268652409266,0.9979079365730286,0.96193528175354
1kv1,0.40101322531700134,3.245617029792866,0.3816444026243052,0.8955792784690857,0.9878959059715271
1kv2,0.41243788599967957,4.173594011575353,0.5188033221246483,0.9151356220245361,0.9873001575469971
1l5q,0.17431749403476715,4.1609410304824435,0.46658986271917996,0.9945972561836243,0.9482529163360596
1l5r,0.24182526767253876,4.15016522826278,0.37819478258145806,0.9918699264526367,0.9400671124458313
1l5s,0.13306213915348053,3.676285287045007,0.4903159138170305,0.995039701461792,0.9485183954238892
1l7x,0.15015000104904175,3.8030965225514315,0.5063748615383976,0.9938271641731262,0.9472596049308777
1msv,0.13654455542564392,2.4254167311166457,0.47112758210981237,1.0,0.9470785856246948
1ne7,1.6123479166403312,6.162402357739916,0.7315690827737845,,0.9134125709533691
1nq9,1.0511138439178467,0.09518337415162201,0.2913594848635055,0.873711347579956,0.8464850187301636
1nsg,2.518056268726455,9.349004650337752,0.571681868408535,,0.960553765296936
1oj9,0.11720636487007141,6.5019651258274616,0.4438471162180422,0.9937363862991333,0.9611529111862183
1opl,0.399180144071579,3.6538478486012615,0.5785315008079258,0.9235948324203491,0.6989852786064148
1pj2,5.66379976272583,7.728062302290016,0.5128081010678143,0.14411315321922302,0.4678887724876404
1pj3,6.637167930603027,6.037208667333588,0.42760713603354045,0.06696165353059769,0.4553017318248749
1pj4,3.9574975967407227,5.639733009916778,0.47624275468238486,0.24519230425357819,0.512754499912262
1q0b,10.899101257324219,3.5316921390973817,0.4318490553924381,0.034405939280986786,0.7801946997642517
1qha,4.248201370239258,2.567013511593202,0.29340716910363657,0.27243590354919434,0.8366815447807312
1rd4,7.146721363067627,5.200205956353236,0.5520395910066775,0.04848130792379379,0.8700031042098999
1s9i,9.907999992370605,4.334721180193516,0.3851181963189707,0.001260504242964089,0.9179585576057434
1s9j,9.849112510681152,2.6256818954033037,0.41752973993877135,0.015174507163465023,0.9488572478294373
1shj,10.095169067382812,7.011672519784374,0.5310934715597342,0.035036880522966385,0.6535091996192932
1shl,7.98494815826416,3.4253604473333383,0.4391404797439165,0.05347593501210213,0.8907411694526672
1sr5,2.462813607984505,0.9184499605589782,,,0.7564107179641724
1t48,9.5943603515625,6.681832681064934,0.5908848357062382,0.06708136945962906,0.9725537896156311
1t49,15.337553977966309,6.432872464289171,0.3770619059094256,0.006564844399690628,0.972733199596405
1t4j,16.51881980895996,3.829516663688952,0.3797507353301124,0.015853101387619972,0.9443118572235107
1t5a,7.474506855010986,4.906629725034184,0.4640534345755959,0.021276595070958138,0.6321989297866821
1tb6,5.418363862290377,6.763379610523286,,,0.6818099617958069
